Product Name,Price,Product Page,Image URLs
Clean Girl,$94.99 USD$129.97 USD,https://ersanails.com/collections/all/products/clean-girl,"https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=180, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=240, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=300, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=360, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=400, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=460, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=540, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=560, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=590, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=606, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=630, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=670, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=720, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=738, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=770, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=814, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=900, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=1024, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=1080, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=1296, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=1410, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=1512, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=1524, https://ersanails.com/cdn/shop/files/CleanGirl-ErsaNailsPressOnNailsBundle.jpg?v=1724826440&width=1536"
Opulent Touch,$189.99 USD$259.96 USD,https://ersanails.com/collections/all/products/opulent-touch,"https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=180, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=240, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=300, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=360, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=400, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=460, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=540, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=560, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=590, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=606, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=630, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=670, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=720, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=738, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=770, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=814, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=900, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=1024, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=1080, https://ersanails.com/cdn/shop/files/OpulentTouch-ErsaNailsPressOnNailsBundle_1.jpg?v=1739953764&width=1080"
Graceful Waltz,$178.88 USD$245.52 USD,https://ersanails.com/collections/all/products/graceful-waltz,"https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=180, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=240, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=300, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=360, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=400, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=460, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=540, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=560, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=590, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=606, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=630, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=670, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=720, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=738, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=770, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=814, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=900, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=1024, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=1080, https://ersanails.com/cdn/shop/files/GracefulWaltz-ErsaNailsPressOnNailsBundle_3.jpg?v=1736486865&width=1080"
She Walks in Beauty,$178.88 USD$245.52 USD,https://ersanails.com/collections/all/products/she-walks-in-beauty,"https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=180, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=240, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=300, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=360, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=400, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=460, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=540, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=560, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=590, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=606, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=630, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=670, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=720, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=738, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=770, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=814, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=900, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=1024, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=1080, https://ersanails.com/cdn/shop/files/SheWalksinBeauty-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486937&width=1080"
The Thriving Day,$218.88 USD$306.40 USD,https://ersanails.com/collections/all/products/the-thriving-day,"https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=180, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=240, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=300, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=360, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=400, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=460, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=540, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=560, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=590, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=606, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=630, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=670, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=720, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=738, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=770, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=814, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=900, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=1024, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=1080, https://ersanails.com/cdn/shop/files/TheThrivingDay-ErsaNailsPressOnNailsBundle_1.jpg?v=1736486961&width=1080"
Reunion,"$718.88 USD$1,000.08 USD",https://ersanails.com/collections/all/products/reunion,"https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=180, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=240, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=300, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=360, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=400, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=460, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=540, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=560, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=590, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=606, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=630, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=670, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=720, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=738, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=770, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=814, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=900, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=1024, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=1080, https://ersanails.com/cdn/shop/files/Reunion-ErsaNailsPressOnNailsBundle_2.jpg?v=1736486901&width=1080"
Warm Embrace,$124.99 USD$169.96 USD,https://ersanails.com/collections/all/products/warm-embrace,"https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=180, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=240, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=300, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=360, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=400, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=460, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=540, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=560, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=590, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=606, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=630, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=670, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=720, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=738, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=770, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=814, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=900, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=1024, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=1080, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=1296, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=1410, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=1512, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=1524, https://ersanails.com/cdn/shop/files/WarmEmbrace-ErsaNailsPressOnNailsBundle_1.jpg?v=1726726113&width=1536"
Genuine,$149.99 USD$204.95 USD,https://ersanails.com/collections/all/products/genuine,"https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=180, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=240, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=300, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=360, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=400, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=460, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=540, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=560, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=590, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=606, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=630, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=670, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=720, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=738, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=770, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=814, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=900, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=1024, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=1080, https://ersanails.com/cdn/shop/files/Genuine-ErsaNailsPressOnNails_1.jpg?v=1734483423&width=1080"
Pure Intentions,$29.99 USD,https://ersanails.com/collections/all/products/pure-intentions,"https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=180, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=240, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=300, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=360, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=400, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=460, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=540, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=560, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=590, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=606, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=630, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=670, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=720, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=738, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=770, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=814, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=900, https://ersanails.com/cdn/shop/files/PureIntentions-ErsaNailsPressOnToeNails_1.jpg?v=1718866403&width=960"
Plumeria,$39.99 USD,https://ersanails.com/collections/all/products/plumeria,"https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=180, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=240, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=300, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=360, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=400, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=460, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=540, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=560, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=590, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=606, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=630, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=670, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=720, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=738, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=770, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=814, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=900, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=1024, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=1080, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=1296, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=1410, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=1512, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=1524, https://ersanails.com/cdn/shop/files/Plumeria-ErsaNailsPressOnToeNails_1.jpg?v=1721810531&width=1536"
